"","region","category","language","mother_tongue","most_at_home","most_at_work","lang_known"
"6024","Saint John","Non-Official & Non-Aboriginal languages","Slovak",5,0,0,10
"6025","Saguenay","Non-Official & Non-Aboriginal languages","Slovak",0,0,0,0
"6026","Québec","Non-Official & Non-Aboriginal languages","Slovak",25,0,0,60
"6027","Sherbrooke","Non-Official & Non-Aboriginal languages","Slovak",20,5,0,45
"6028","Trois-Rivières","Non-Official & Non-Aboriginal languages","Slovak",0,0,0,0
"6029","Montréal","Non-Official & Non-Aboriginal languages","Slovak",900,215,0,1240
"6030","Kingston","Non-Official & Non-Aboriginal languages","Slovak",45,5,0,80
"6031","Belleville","Non-Official & Non-Aboriginal languages","Slovak",5,0,0,10
"6032","Peterborough","Non-Official & Non-Aboriginal languages","Slovak",25,0,0,30
"6033","Oshawa","Non-Official & Non-Aboriginal languages","Slovak",190,45,0,195
"6034","Toronto","Non-Official & Non-Aboriginal languages","Slovak",5255,2290,50,6085
"6035","Hamilton","Non-Official & Non-Aboriginal languages","Slovak",690,175,10,830
"6036","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Slovak",400,85,10,320
"6037","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Slovak",575,195,0,765
"6038","Brantford","Non-Official & Non-Aboriginal languages","Slovak",85,25,0,115
"6039","Guelph","Non-Official & Non-Aboriginal languages","Slovak",75,15,0,95
"6040","London","Non-Official & Non-Aboriginal languages","Slovak",365,90,0,425
"6041","Windsor","Non-Official & Non-Aboriginal languages","Slovak",670,195,0,715
"6042","Barrie","Non-Official & Non-Aboriginal languages","Slovak",85,10,0,115
"6043","Greater Sudbury","Non-Official & Non-Aboriginal languages","Slovak",40,5,0,40
"6044","Thunder Bay","Non-Official & Non-Aboriginal languages","Slovak",160,10,0,180
"6045","Winnipeg","Non-Official & Non-Aboriginal languages","Slovak",345,65,0,410
"6046","Regina","Non-Official & Non-Aboriginal languages","Slovak",30,5,0,30
"6047","Saskatoon","Non-Official & Non-Aboriginal languages","Slovak",40,20,0,40
"6048","Lethbridge","Non-Official & Non-Aboriginal languages","Slovak",55,10,0,65
"6049","Calgary","Non-Official & Non-Aboriginal languages","Slovak",1175,465,0,1605
"6050","Edmonton","Non-Official & Non-Aboriginal languages","Slovak",610,170,15,750
"6051","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Slovak",635,210,0,1035
"6052","Kelowna","Non-Official & Non-Aboriginal languages","Slovak",120,25,0,160
"6053","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Slovak",90,35,0,150
"6054","Vancouver","Non-Official & Non-Aboriginal languages","Slovak",2390,780,10,3060
"6055","Victoria","Non-Official & Non-Aboriginal languages","Slovak",140,20,10,155
"6056","St. John's","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",5,0,0,0
"6057","Halifax","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",20,0,0,20
"6058","Moncton","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",5,0,0,0
"6059","Saint John","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",10,5,0,0
"6060","Saguenay","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",0,0,0,0
"6061","Québec","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",5,0,0,0
"6062","Sherbrooke","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",5,0,0,10
"6063","Trois-Rivières","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",0,0,0,0
"6064","Montréal","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",690,220,0,905
"6065","Kingston","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",20,0,0,20
"6066","Belleville","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",30,10,0,50
"6067","Peterborough","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",20,0,0,25
"6068","Oshawa","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",195,40,0,225
"6069","Toronto","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",3705,890,0,4455
"6070","Hamilton","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",750,180,0,895
"6071","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",330,75,10,320
"6072","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",255,50,0,310
"6073","Brantford","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",30,5,0,30
"6074","Guelph","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",60,10,0,85
"6075","London","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",255,50,0,300
"6076","Windsor","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",150,25,0,175
"6077","Barrie","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",70,5,0,95
"6078","Greater Sudbury","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",40,10,0,40
"6079","Thunder Bay","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",85,25,0,95
"6080","Winnipeg","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",245,50,0,265
"6081","Regina","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",35,0,0,40
"6082","Saskatoon","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",25,0,0,20
"6083","Lethbridge","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",40,10,0,45
"6084","Calgary","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",270,40,0,330
"6085","Edmonton","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",290,65,0,285
"6086","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",225,25,0,290
"6087","Kelowna","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",120,20,0,120
"6088","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",20,0,0,10
"6089","Vancouver","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",545,60,0,725
"6090","Victoria","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)",75,15,0,55
"6091","St. John's","Non-Official & Non-Aboriginal languages","Somali",0,0,0,20
"6092","Halifax","Non-Official & Non-Aboriginal languages","Somali",50,25,0,80
"6093","Moncton","Non-Official & Non-Aboriginal languages","Somali",0,0,0,0
"6094","Saint John","Non-Official & Non-Aboriginal languages","Somali",20,15,0,10
"6095","Saguenay","Non-Official & Non-Aboriginal languages","Somali",0,0,0,0
"6096","Québec","Non-Official & Non-Aboriginal languages","Somali",45,10,0,55
"6097","Sherbrooke","Non-Official & Non-Aboriginal languages","Somali",15,5,0,0
"6098","Trois-Rivières","Non-Official & Non-Aboriginal languages","Somali",5,5,0,0
"6099","Montréal","Non-Official & Non-Aboriginal languages","Somali",725,350,0,1040
"6100","Kingston","Non-Official & Non-Aboriginal languages","Somali",15,0,0,15
"6101","Belleville","Non-Official & Non-Aboriginal languages","Somali",0,0,0,10
"6102","Peterborough","Non-Official & Non-Aboriginal languages","Somali",25,10,0,15
"6103","Oshawa","Non-Official & Non-Aboriginal languages","Somali",45,20,0,70
"6104","Toronto","Non-Official & Non-Aboriginal languages","Somali",13255,7765,85,18965
"6105","Hamilton","Non-Official & Non-Aboriginal languages","Somali",1020,675,10,1115
"6106","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Somali",155,105,0,200
"6107","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Somali",990,650,0,1185
"6108","Brantford","Non-Official & Non-Aboriginal languages","Somali",20,5,0,0
"6109","Guelph","Non-Official & Non-Aboriginal languages","Somali",60,20,0,70
"6110","London","Non-Official & Non-Aboriginal languages","Somali",235,120,0,405
"6111","Windsor","Non-Official & Non-Aboriginal languages","Somali",530,350,0,670
"6112","Barrie","Non-Official & Non-Aboriginal languages","Somali",5,0,0,10
"6113","Greater Sudbury","Non-Official & Non-Aboriginal languages","Somali",0,0,0,0
"6114","Thunder Bay","Non-Official & Non-Aboriginal languages","Somali",5,0,0,0
"6115","Winnipeg","Non-Official & Non-Aboriginal languages","Somali",1225,830,30,1530
"6116","Regina","Non-Official & Non-Aboriginal languages","Somali",500,350,15,715
"6117","Saskatoon","Non-Official & Non-Aboriginal languages","Somali",205,115,0,295
"6118","Lethbridge","Non-Official & Non-Aboriginal languages","Somali",35,25,0,45
"6119","Calgary","Non-Official & Non-Aboriginal languages","Somali",1460,890,10,2175
"6120","Edmonton","Non-Official & Non-Aboriginal languages","Somali",6510,4740,55,8400
"6121","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Somali",6575,3785,20,9130
"6122","Kelowna","Non-Official & Non-Aboriginal languages","Somali",5,0,0,0
"6123","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Somali",0,0,0,10
"6124","Vancouver","Non-Official & Non-Aboriginal languages","Somali",1175,610,10,1675
"6125","Victoria","Non-Official & Non-Aboriginal languages","Somali",60,25,0,90
"6126","St. John's","Aboriginal languages","South Slavey",0,0,0,0
"6127","Halifax","Aboriginal languages","South Slavey",0,0,0,10
"6128","Moncton","Aboriginal languages","South Slavey",0,0,0,0
"6129","Saint John","Aboriginal languages","South Slavey",0,0,0,0
"6130","Saguenay","Aboriginal languages","South Slavey",0,0,0,0
"6131","Québec","Aboriginal languages","South Slavey",0,0,0,10
"6132","Sherbrooke","Aboriginal languages","South Slavey",0,0,0,0
"6133","Trois-Rivières","Aboriginal languages","South Slavey",0,0,0,0
"6134","Montréal","Aboriginal languages","South Slavey",0,0,0,0
"6135","Kingston","Aboriginal languages","South Slavey",0,0,0,0
"6136","Belleville","Aboriginal languages","South Slavey",0,0,0,0
"6137","Peterborough","Aboriginal languages","South Slavey",0,0,0,0
"6138","Oshawa","Aboriginal languages","South Slavey",0,0,0,0
"6139","Toronto","Aboriginal languages","South Slavey",0,0,0,0
"6140","Hamilton","Aboriginal languages","South Slavey",0,0,0,0
"6141","St. Catharines - Niagara","Aboriginal languages","South Slavey",0,0,0,0
"6142","Kitchener - Cambridge - Waterloo","Aboriginal languages","South Slavey",0,0,0,0
"6143","Brantford","Aboriginal languages","South Slavey",0,0,0,0
"6144","Guelph","Aboriginal languages","South Slavey",0,0,0,0
"6145","London","Aboriginal languages","South Slavey",0,0,0,0
"6146","Windsor","Aboriginal languages","South Slavey",0,0,0,0
"6147","Barrie","Aboriginal languages","South Slavey",0,0,0,0
"6148","Greater Sudbury","Aboriginal languages","South Slavey",0,0,0,0
"6149","Thunder Bay","Aboriginal languages","South Slavey",0,0,0,0
"6150","Winnipeg","Aboriginal languages","South Slavey",0,0,0,0
"6151","Regina","Aboriginal languages","South Slavey",0,0,0,0
"6152","Saskatoon","Aboriginal languages","South Slavey",0,0,0,0
"6153","Lethbridge","Aboriginal languages","South Slavey",0,0,0,0
"6154","Calgary","Aboriginal languages","South Slavey",0,0,0,0
"6155","Edmonton","Aboriginal languages","South Slavey",25,5,0,10
"6156","Ottawa - Gatineau","Aboriginal languages","South Slavey",0,0,0,0
"6157","Kelowna","Aboriginal languages","South Slavey",0,0,0,0
"6158","Abbotsford - Mission","Aboriginal languages","South Slavey",0,0,0,0
"6159","Vancouver","Aboriginal languages","South Slavey",0,0,0,0
"6160","Victoria","Aboriginal languages","South Slavey",0,0,0,0
"6161","St. John's","Aboriginal languages","Southern East Cree",0,0,0,0
"6162","Halifax","Aboriginal languages","Southern East Cree",0,0,0,0
"6163","Moncton","Aboriginal languages","Southern East Cree",0,0,0,0
"6164","Saint John","Aboriginal languages","Southern East Cree",0,0,0,0
"6165","Saguenay","Aboriginal languages","Southern East Cree",0,0,0,0
"6166","Québec","Aboriginal languages","Southern East Cree",0,0,0,0
"6167","Sherbrooke","Aboriginal languages","Southern East Cree",0,0,0,0
"6168","Trois-Rivières","Aboriginal languages","Southern East Cree",0,0,0,0
"6169","Montréal","Aboriginal languages","Southern East Cree",15,5,0,0
"6170","Kingston","Aboriginal languages","Southern East Cree",0,0,0,0
"6171","Belleville","Aboriginal languages","Southern East Cree",0,0,0,0
"6172","Peterborough","Aboriginal languages","Southern East Cree",0,0,0,0
"6173","Oshawa","Aboriginal languages","Southern East Cree",0,0,0,0
"6174","Toronto","Aboriginal languages","Southern East Cree",0,0,0,0
"6175","Hamilton","Aboriginal languages","Southern East Cree",0,0,0,0
"6176","St. Catharines - Niagara","Aboriginal languages","Southern East Cree",0,0,0,0
"6177","Kitchener - Cambridge - Waterloo","Aboriginal languages","Southern East Cree",0,0,0,0
"6178","Brantford","Aboriginal languages","Southern East Cree",0,0,0,0
"6179","Guelph","Aboriginal languages","Southern East Cree",0,0,0,0
"6180","London","Aboriginal languages","Southern East Cree",0,0,0,0
"6181","Windsor","Aboriginal languages","Southern East Cree",0,0,0,0
"6182","Barrie","Aboriginal languages","Southern East Cree",0,0,0,0
"6183","Greater Sudbury","Aboriginal languages","Southern East Cree",0,0,0,0
"6184","Thunder Bay","Aboriginal languages","Southern East Cree",0,0,0,0
"6185","Winnipeg","Aboriginal languages","Southern East Cree",0,0,0,0
"6186","Regina","Aboriginal languages","Southern East Cree",0,0,0,0
"6187","Saskatoon","Aboriginal languages","Southern East Cree",0,0,0,0
"6188","Lethbridge","Aboriginal languages","Southern East Cree",0,0,0,0
"6189","Calgary","Aboriginal languages","Southern East Cree",0,0,0,0
"6190","Edmonton","Aboriginal languages","Southern East Cree",0,0,0,0
"6191","Ottawa - Gatineau","Aboriginal languages","Southern East Cree",5,5,0,0
"6192","Kelowna","Aboriginal languages","Southern East Cree",0,0,0,0
"6193","Abbotsford - Mission","Aboriginal languages","Southern East Cree",0,0,0,0
"6194","Vancouver","Aboriginal languages","Southern East Cree",0,0,0,0
"6195","Victoria","Aboriginal languages","Southern East Cree",0,0,0,0
"6196","St. John's","Aboriginal languages","Southern Tutchone",0,0,0,0
"6197","Halifax","Aboriginal languages","Southern Tutchone",0,0,0,0
"6198","Moncton","Aboriginal languages","Southern Tutchone",0,0,0,0
"6199","Saint John","Aboriginal languages","Southern Tutchone",0,0,0,0
"6200","Saguenay","Aboriginal languages","Southern Tutchone",0,0,0,0
"6201","Québec","Aboriginal languages","Southern Tutchone",0,0,0,0
"6202","Sherbrooke","Aboriginal languages","Southern Tutchone",0,0,0,0
"6203","Trois-Rivières","Aboriginal languages","Southern Tutchone",0,0,0,0
"6204","Montréal","Aboriginal languages","Southern Tutchone",0,0,0,0
"6205","Kingston","Aboriginal languages","Southern Tutchone",0,0,0,0
"6206","Belleville","Aboriginal languages","Southern Tutchone",0,0,0,0
"6207","Peterborough","Aboriginal languages","Southern Tutchone",0,0,0,0
"6208","Oshawa","Aboriginal languages","Southern Tutchone",0,0,0,0
"6209","Toronto","Aboriginal languages","Southern Tutchone",0,0,0,0
"6210","Hamilton","Aboriginal languages","Southern Tutchone",0,0,0,0
"6211","St. Catharines - Niagara","Aboriginal languages","Southern Tutchone",0,0,0,0
"6212","Kitchener - Cambridge - Waterloo","Aboriginal languages","Southern Tutchone",0,0,0,0
"6213","Brantford","Aboriginal languages","Southern Tutchone",0,0,0,0
"6214","Guelph","Aboriginal languages","Southern Tutchone",0,0,0,0
"6215","London","Aboriginal languages","Southern Tutchone",0,0,0,0
"6216","Windsor","Aboriginal languages","Southern Tutchone",0,0,0,0
"6217","Barrie","Aboriginal languages","Southern Tutchone",0,0,0,0
"6218","Greater Sudbury","Aboriginal languages","Southern Tutchone",0,0,0,0
"6219","Thunder Bay","Aboriginal languages","Southern Tutchone",0,0,0,0
"6220","Winnipeg","Aboriginal languages","Southern Tutchone",0,0,0,0
"6221","Regina","Aboriginal languages","Southern Tutchone",0,0,0,0
"6222","Saskatoon","Aboriginal languages","Southern Tutchone",0,0,0,0
"6223","Lethbridge","Aboriginal languages","Southern Tutchone",0,0,0,0
"6224","Calgary","Aboriginal languages","Southern Tutchone",0,0,0,0
"6225","Edmonton","Aboriginal languages","Southern Tutchone",0,0,0,0
"6226","Ottawa - Gatineau","Aboriginal languages","Southern Tutchone",0,0,0,0
"6227","Kelowna","Aboriginal languages","Southern Tutchone",0,0,0,0
"6228","Abbotsford - Mission","Aboriginal languages","Southern Tutchone",0,0,0,0
"6229","Vancouver","Aboriginal languages","Southern Tutchone",0,0,0,0
"6230","Victoria","Aboriginal languages","Southern Tutchone",0,0,0,0
"6231","St. John's","Non-Official & Non-Aboriginal languages","Spanish",470,225,10,1385
"6232","Halifax","Non-Official & Non-Aboriginal languages","Spanish",1375,585,35,4830
"6233","Moncton","Non-Official & Non-Aboriginal languages","Spanish",310,155,0,1705
"6234","Saint John","Non-Official & Non-Aboriginal languages","Spanish",295,145,10,935
"6235","Saguenay","Non-Official & Non-Aboriginal languages","Spanish",260,140,10,2615
"6236","Québec","Non-Official & Non-Aboriginal languages","Spanish",7310,4505,170,33440
"6237","Sherbrooke","Non-Official & Non-Aboriginal languages","Spanish",2775,1910,40,8860
"6238","Trois-Rivières","Non-Official & Non-Aboriginal languages","Spanish",1065,735,10,4355
"6239","Montréal","Non-Official & Non-Aboriginal languages","Spanish",120765,76680,2740,280030
"6240","Kingston","Non-Official & Non-Aboriginal languages","Spanish",885,385,25,2465
"6241","Belleville","Non-Official & Non-Aboriginal languages","Spanish",350,145,10,730
"6242","Peterborough","Non-Official & Non-Aboriginal languages","Spanish",350,120,15,1150
"6243","Oshawa","Non-Official & Non-Aboriginal languages","Spanish",3245,1495,185,5460
"6244","Toronto","Non-Official & Non-Aboriginal languages","Spanish",126500,70370,3660,206090
"6245","Hamilton","Non-Official & Non-Aboriginal languages","Spanish",10585,5825,210,17130
"6246","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Spanish",4435,2570,270,7760
"6247","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Spanish",8400,4605,155,13605
"6248","Brantford","Non-Official & Non-Aboriginal languages","Spanish",590,295,15,1255
"6249","Guelph","Non-Official & Non-Aboriginal languages","Spanish",1480,755,25,2955
"6250","London","Non-Official & Non-Aboriginal languages","Spanish",8955,5305,245,14070
"6251","Windsor","Non-Official & Non-Aboriginal languages","Spanish",3070,1590,65,5300
"6252","Barrie","Non-Official & Non-Aboriginal languages","Spanish",1940,875,40,3280
"6253","Greater Sudbury","Non-Official & Non-Aboriginal languages","Spanish",350,135,10,1395
"6254","Thunder Bay","Non-Official & Non-Aboriginal languages","Spanish",330,120,25,925
"6255","Winnipeg","Non-Official & Non-Aboriginal languages","Spanish",6850,3410,70,14210
"6256","Regina","Non-Official & Non-Aboriginal languages","Spanish",1260,590,30,2670
"6257","Saskatoon","Non-Official & Non-Aboriginal languages","Spanish",1900,985,40,4205
"6258","Lethbridge","Non-Official & Non-Aboriginal languages","Spanish",1585,1015,75,3160
"6259","Calgary","Non-Official & Non-Aboriginal languages","Spanish",28690,17540,725,52265
"6260","Edmonton","Non-Official & Non-Aboriginal languages","Spanish",18470,10880,405,33180
"6261","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Spanish",17030,9360,425,49510
"6262","Kelowna","Non-Official & Non-Aboriginal languages","Spanish",1035,350,55,3620
"6263","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Spanish",1405,675,80,3125
"6264","Vancouver","Non-Official & Non-Aboriginal languages","Spanish",36625,18310,1040,75105
"6265","Victoria","Non-Official & Non-Aboriginal languages","Spanish",2920,1115,70,10700
"6266","St. John's","Aboriginal languages","Squamish",0,0,0,0
"6267","Halifax","Aboriginal languages","Squamish",0,0,0,0
"6268","Moncton","Aboriginal languages","Squamish",0,0,0,0
"6269","Saint John","Aboriginal languages","Squamish",0,0,0,0
"6270","Saguenay","Aboriginal languages","Squamish",0,0,0,0
"6271","Québec","Aboriginal languages","Squamish",0,0,0,0
"6272","Sherbrooke","Aboriginal languages","Squamish",0,0,0,0
"6273","Trois-Rivières","Aboriginal languages","Squamish",0,0,0,0
"6274","Montréal","Aboriginal languages","Squamish",0,0,0,0
"6275","Kingston","Aboriginal languages","Squamish",0,0,0,0
"6276","Belleville","Aboriginal languages","Squamish",0,0,0,0
"6277","Peterborough","Aboriginal languages","Squamish",0,0,0,0
"6278","Oshawa","Aboriginal languages","Squamish",0,0,0,0
"6279","Toronto","Aboriginal languages","Squamish",0,0,0,0
"6280","Hamilton","Aboriginal languages","Squamish",0,0,0,0
"6281","St. Catharines - Niagara","Aboriginal languages","Squamish",0,0,0,0
"6282","Kitchener - Cambridge - Waterloo","Aboriginal languages","Squamish",0,0,0,0
"6283","Brantford","Aboriginal languages","Squamish",0,0,0,0
"6284","Guelph","Aboriginal languages","Squamish",0,0,0,0
"6285","London","Aboriginal languages","Squamish",0,0,0,0
"6286","Windsor","Aboriginal languages","Squamish",0,0,0,0
"6287","Barrie","Aboriginal languages","Squamish",0,0,0,0
"6288","Greater Sudbury","Aboriginal languages","Squamish",0,0,0,0
"6289","Thunder Bay","Aboriginal languages","Squamish",0,0,0,0
"6290","Winnipeg","Aboriginal languages","Squamish",0,0,0,0
"6291","Regina","Aboriginal languages","Squamish",0,0,0,0
"6292","Saskatoon","Aboriginal languages","Squamish",0,0,0,0
"6293","Lethbridge","Aboriginal languages","Squamish",0,0,0,0
"6294","Calgary","Aboriginal languages","Squamish",0,0,0,0
"6295","Edmonton","Aboriginal languages","Squamish",0,0,0,0
"6296","Ottawa - Gatineau","Aboriginal languages","Squamish",0,0,0,0
"6297","Kelowna","Aboriginal languages","Squamish",0,0,0,0
"6298","Abbotsford - Mission","Aboriginal languages","Squamish",0,0,0,0
"6299","Vancouver","Aboriginal languages","Squamish",20,5,0,225
"6300","Victoria","Aboriginal languages","Squamish",0,0,0,0
"6301","St. John's","Aboriginal languages","Stoney",0,0,0,0
"6302","Halifax","Aboriginal languages","Stoney",0,0,0,0
"6303","Moncton","Aboriginal languages","Stoney",0,0,0,0
"6304","Saint John","Aboriginal languages","Stoney",0,0,0,0
"6305","Saguenay","Aboriginal languages","Stoney",0,0,0,0
"6306","Québec","Aboriginal languages","Stoney",0,0,0,0
"6307","Sherbrooke","Aboriginal languages","Stoney",0,0,0,0
"6308","Trois-Rivières","Aboriginal languages","Stoney",0,0,0,0
"6309","Montréal","Aboriginal languages","Stoney",0,0,0,0
"6310","Kingston","Aboriginal languages","Stoney",0,0,0,0
"6311","Belleville","Aboriginal languages","Stoney",0,0,0,0
"6312","Peterborough","Aboriginal languages","Stoney",0,0,0,0
"6313","Oshawa","Aboriginal languages","Stoney",0,0,0,0
"6314","Toronto","Aboriginal languages","Stoney",0,0,0,10
"6315","Hamilton","Aboriginal languages","Stoney",0,0,0,0
"6316","St. Catharines - Niagara","Aboriginal languages","Stoney",0,0,0,0
"6317","Kitchener - Cambridge - Waterloo","Aboriginal languages","Stoney",0,0,0,0
"6318","Brantford","Aboriginal languages","Stoney",0,0,0,0
"6319","Guelph","Aboriginal languages","Stoney",0,0,0,0
"6320","London","Aboriginal languages","Stoney",0,0,0,0
"6321","Windsor","Aboriginal languages","Stoney",0,0,0,0
"6322","Barrie","Aboriginal languages","Stoney",0,0,0,0
"6323","Greater Sudbury","Aboriginal languages","Stoney",0,0,0,0
"6324","Thunder Bay","Aboriginal languages","Stoney",0,0,0,0
"6325","Winnipeg","Aboriginal languages","Stoney",0,0,0,0
"6326","Regina","Aboriginal languages","Stoney",0,0,0,0
"6327","Saskatoon","Aboriginal languages","Stoney",0,0,0,0
"6328","Lethbridge","Aboriginal languages","Stoney",0,0,0,0
"6329","Calgary","Aboriginal languages","Stoney",90,30,0,95
"6330","Edmonton","Aboriginal languages","Stoney",155,25,0,280
"6331","Ottawa - Gatineau","Aboriginal languages","Stoney",0,0,0,0
"6332","Kelowna","Aboriginal languages","Stoney",0,0,0,0
"6333","Abbotsford - Mission","Aboriginal languages","Stoney",0,0,0,10
"6334","Vancouver","Aboriginal languages","Stoney",0,0,0,0
"6335","Victoria","Aboriginal languages","Stoney",0,0,0,0
"6336","St. John's","Aboriginal languages","Straits",0,0,0,0
"6337","Halifax","Aboriginal languages","Straits",0,0,0,0
"6338","Moncton","Aboriginal languages","Straits",0,0,0,0
"6339","Saint John","Aboriginal languages","Straits",0,0,0,0
"6340","Saguenay","Aboriginal languages","Straits",0,0,0,0
"6341","Québec","Aboriginal languages","Straits",0,0,0,0
"6342","Sherbrooke","Aboriginal languages","Straits",0,0,0,0
"6343","Trois-Rivières","Aboriginal languages","Straits",0,0,0,0
"6344","Montréal","Aboriginal languages","Straits",0,0,0,0
"6345","Kingston","Aboriginal languages","Straits",0,0,0,0
"6346","Belleville","Aboriginal languages","Straits",0,0,0,0
"6347","Peterborough","Aboriginal languages","Straits",0,0,0,0
"6348","Oshawa","Aboriginal languages","Straits",0,0,0,0
"6349","Toronto","Aboriginal languages","Straits",0,0,0,0
"6350","Hamilton","Aboriginal languages","Straits",0,0,0,0
"6351","St. Catharines - Niagara","Aboriginal languages","Straits",0,0,0,0
"6352","Kitchener - Cambridge - Waterloo","Aboriginal languages","Straits",0,0,0,0
"6353","Brantford","Aboriginal languages","Straits",0,0,0,0
"6354","Guelph","Aboriginal languages","Straits",0,0,0,0
"6355","London","Aboriginal languages","Straits",0,0,0,0
"6356","Windsor","Aboriginal languages","Straits",0,0,0,0
"6357","Barrie","Aboriginal languages","Straits",0,0,0,0
"6358","Greater Sudbury","Aboriginal languages","Straits",0,0,0,0
"6359","Thunder Bay","Aboriginal languages","Straits",0,0,0,0
"6360","Winnipeg","Aboriginal languages","Straits",0,0,0,0
"6361","Regina","Aboriginal languages","Straits",0,0,0,0
"6362","Saskatoon","Aboriginal languages","Straits",0,0,0,0
"6363","Lethbridge","Aboriginal languages","Straits",0,0,0,0
"6364","Calgary","Aboriginal languages","Straits",0,0,0,10
"6365","Edmonton","Aboriginal languages","Straits",0,0,0,0
"6366","Ottawa - Gatineau","Aboriginal languages","Straits",0,0,0,0
"6367","Kelowna","Aboriginal languages","Straits",0,0,0,0
"6368","Abbotsford - Mission","Aboriginal languages","Straits",0,0,0,0
"6369","Vancouver","Aboriginal languages","Straits",0,0,0,0
"6370","Victoria","Aboriginal languages","Straits",80,25,15,345
"6371","St. John's","Non-Official & Non-Aboriginal languages","Swahili",55,45,0,175
"6372","Halifax","Non-Official & Non-Aboriginal languages","Swahili",120,55,0,340
"6373","Moncton","Non-Official & Non-Aboriginal languages","Swahili",55,25,0,185
"6374","Saint John","Non-Official & Non-Aboriginal languages","Swahili",20,25,0,65
"6375","Saguenay","Non-Official & Non-Aboriginal languages","Swahili",10,0,0,10
"6376","Québec","Non-Official & Non-Aboriginal languages","Swahili",505,175,0,1020
"6377","Sherbrooke","Non-Official & Non-Aboriginal languages","Swahili",205,100,10,430
"6378","Trois-Rivières","Non-Official & Non-Aboriginal languages","Swahili",125,50,0,125
"6379","Montréal","Non-Official & Non-Aboriginal languages","Swahili",1305,385,15,4240
"6380","Kingston","Non-Official & Non-Aboriginal languages","Swahili",20,0,0,60
"6381","Belleville","Non-Official & Non-Aboriginal languages","Swahili",5,5,0,30
"6382","Peterborough","Non-Official & Non-Aboriginal languages","Swahili",10,0,0,75
"6383","Oshawa","Non-Official & Non-Aboriginal languages","Swahili",75,15,10,210
"6384","Toronto","Non-Official & Non-Aboriginal languages","Swahili",3215,1230,10,10355
"6385","Hamilton","Non-Official & Non-Aboriginal languages","Swahili",340,180,0,795
"6386","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Swahili",100,45,0,330
"6387","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Swahili",145,60,0,380
"6388","Brantford","Non-Official & Non-Aboriginal languages","Swahili",5,0,0,0
"6389","Guelph","Non-Official & Non-Aboriginal languages","Swahili",30,10,0,155
"6390","London","Non-Official & Non-Aboriginal languages","Swahili",130,50,0,355
